key,0,2,8
#,Name,,Description
offset,0,4,8
int32,str,str,str
0,0,0,
1,渡渡鳥,0,原產自馬茲拉雅島的大型鳥類，因為過於肥胖而失去了飛行的能力。當初一部分盧恩人將渡渡鳥的蛋帶到了大陸上，後來一部分沒有被吃掉的蛋孵化成功，從此不會飛的渡渡鳥成功跨越了大洋走進大陸。渡渡鳥的胸肉特別美味，現在在艾歐澤亞的各大城邦都有飼養。不過家養並不意味著沒有危險，渡渡鳥口中的催眠分泌物特別強勁，在遭到攻擊時會吐向對方以求自保。
2,冬貝利,0,謎一般的生物，集體生活在第五星曆時代繁榮興盛的尼姆文明的遺跡裡。和人一樣穿著衣服，並且從它們能駕馭各種道具來看，想必擁有著較高的智能。在尼姆時代的石板上，有著「病魔搬運者」等不吉利的記載。
3,仙人刺,0,生活在乾燥地區且會移動的仙人掌。因能在體記憶體留水分來長期抵禦乾燥而被人廣泛知曉。為了能在殘酷的環境中生存下去，它們會積極採取自衛行動，從體內射出針刺來攻擊它們的敵人。
4,魔石精,0,出沒於石場和礦山的黑色魔物。它們一直小心翼翼地抱著一塊珍貴的石頭，所以也被採礦工們敬稱為「財寶守護者」。不過根據古籍«百石大鑒»中的記載，其實魔石精是被石頭支配了。於是後人根據這一點將其在物種上劃分到了咒具綱中。
5,軟糊怪,0,虛無界中滿是汙水的沼澤裡產生的異形魔物。它們能夠模仿人類的聲音吸引獵物，不過自身的智慧卻很低。根據妖異學者分出的「妖異十二階」來看，軟糊怪在其中也就排第十階級，屬於下級妖異。
6,爆彈怪,0,「妖異十二階」中排名第十一階級的火球狀氣體生物。它們只要一見到體內含有油脂的生物，無論是動物植物還是人類，就會為了讓油脂成為自身的燃料而無差別地發起攻擊。而其中一類溫度更高的爆彈怪被稱作「榴彈怪」，可排進「妖異十二階」的第十階級。
7,蔓德拉,0,第七靈災後突然出現的類似植物的生物。具體是從哪裡來的，至今未能解明。它們好像有著特殊的智能，可以不通過語言就相互進行交流，因還在研究途中，所以具體情況還不是很了解。
8,礦爬蟲,0,這種奇妙的魔物會四處爬行尋找能夠形成自己甲殼的礦物。關於這種魔物有兩種截然不同的解釋：格里達尼亞的學者認為這是一種為了自保而在背上植入礦石的動物；烏爾達哈的學者則認為這是一種為了增殖而寄生並控制動物行動的礦石。
9,魔界花,0,利用卷鬚爬行的大型食獸植物。為了引誘獵物同時也為了讓獵物昏厥，它們會從捕食器官放出強烈的香氣。捕食器官裡大量牙狀的棘不是為了將獵物咬碎，而是為了固定住獵物並將其完全消化。
10,長鬚豹,0,一種四足肉食獸，其兇猛的模樣讓人畏懼。它們的觸鬚十分靈活，捕獵時會用觸鬚放出電擊將獵物麻痺後進行捕食。原棲息地為近東地域。艾歐澤亞棲息的長鬚豹是那些用於戰鬥被引進而後回歸野性的長鬚豹。
11,冥鬼之眼,0,一種虛無界的魔物，通過依附動物的眼球出現在物質界。有著較強的魔力，可以通過划動空中的乙太讓自己浮在空中，擅長石化之術。在妖異學的階級分類中，大概能排到第四至第五階級的樣子，屬於中級妖異。
12,古菩猩猩,0,如小山一樣的巨型兩足獸。與頭部的苔蘚是共存關係，苔蘚會給予古菩猩猩偽裝，而在乾燥期的時候，古菩猩猩會用長長的手臂給頭部的苔蘚澆水保濕。平時移動很緩慢，在餓了的時候會用那大大的嘴將會動的東西全部吃掉。
13,陸行鳥,0,利用強壯的腿在大地上奔跑的陸生大型鳥。在艾歐澤亞，陸行鳥自古就用來馱物、拉車以及騎乘。已知庫爾札斯是陸行鳥的一大產地，除此之外，在阿巴拉提亞山脈的秘境「陸行鳥之森」裡也有著大量野生的陸行鳥。
14,蜥蜴人,0,生活在帕戈爾贊草原的游牧之民，平日趕趕羊和蜥蜴，是烏爾達哈的宿敵。從小就接受各種軍事訓練，無論男女老幼，全都是優秀的兵士。另外，蜥蜴人擅長火法冶金技術，他們製作的武具也很有價值。
15,鳥人,0,非常好戰的山岳之民，生活在暴風肆虐的大溪谷。殘留在他們手臂上的羽翼是曾在空中翱翔過的證明，也是他們的驕傲。他們希望奪回曾經居住過的黑衣森林，將林木獻給他們信仰的風神。因此與格里達尼亞之間的關係非常不好。
16,壞妖精,0,住在黑衣森林深處的幽谷之民，是一種非常小的獸人。外表非常可愛，像是裹著樹葉的人偶。他們之中雖然幻術高手有很多，可是卻經常會用幻術做一些非常過分的惡作劇，鬧得雞飛狗跳。如果旅行途中經過他們的棲息地，可一定要多加留意周圍的一切可疑事物。
17,地靈,0,一種被稱作地底之民的獸人，居住在威爾布蘭德島山岳地帶的坑道裡。他們將礦物獻給土神，並從土神的法則中孕育出了高度發達的煉金術。與利姆薩·羅敏薩簽訂了不可侵犯的條約，可誰在乎呢。
18,魚人,0,以蒼茫洋為根據地的水棲之民。他們在水中也能呼吸，且柔軟的四肢讓他們游起泳來非常優雅。魚人族是由一隻雌性魚人以女王的身份進行管理的，建立起像金字塔一樣的階級社會。與利姆薩·羅敏薩是敵對關係。
19,塔塔露·塔露,0,「哼哼～哼哼～哼。<hex:02100103>沙之小屋～開滿了～鮮花。」<hex:02100103>拂曉血盟接待員：塔塔露·塔露
20,莫古力,0,生活在黑衣森林中謎一般的種族。有著強大的魔力，平時會用魔法將自身隱藏起來生活。因此，沒有魔法素養的人想看見他們是極其困難的。眾所周知，莫古力們非常喜歡歌舞。
21,塞壬,0,一種海上的魔物，會用優美的歌聲迷惑船員，使船隻遇難。傳聞在很久以前，所有的塞壬都被大海盜霧鬚王討伐掉了，可是近幾年，卻又有了塞壬的目擊情報。據說塞壬會吸取遇難船上船員的陽氣，使他們變成一具行屍走肉。
22,奧爾特羅斯&提豐,0,咒術師公會進行妖異召喚實驗時召喚出來的謎一樣的生物。雖然看似是虛無界的妖異，可具體情況一概不明。奧爾特羅斯就職於鬥技場財團，而提豐就職於金碟遊樂場。
23,惡魔牆,0,一種古代魔法的產物，用血在牆面刻上花紋，為其注入生命，讓其成為建築物的守護者。在失去了主人之後，惡魔牆依舊忠誠地守護著遺跡，將貿然闖入的冒險者們送上悲慘的末路。
24,夢魔,0,藉助依附女性的身體而顯現於物質界的妖異。擁有著神秘而美麗的容姿。有時甚至會將依附主生前的思想繼續繼承下去。可排進「妖異十二階」的第三至第四階級，屬於上級妖異。
25,奇美拉,0,有著獅子、山羊以及龍頭的異形魔物。背上長著如蝙蝠一樣的翅膀，尾巴又與蠍子的尾巴極其相似，奇美拉擁有著多種魔獸的特徵。有人說它是諸神無聊所創造出來的，也有人說它是邪惡魔法師的研究成果……
26,藍龍,0,與塵世幻龍和幻龍之子的七大天龍相關聯的種族。它們擁有上千年的壽命，而在成長過程中也會有著各種不同的「進化」。所以就算是同一種族，個體之間也會有著極大的差異。
27,美男子布迦加,0,「啊、啊……啊、喔……激動、起來了！」<hex:02100103>傭兵：美男子布迦加
28,莫莫蒂·莫蒂,0,「……不過，暢談人生就免了。<hex:02100103>戀愛諮詢的話我或許可以幫你。嘻嘻。」<hex:02100103>流沙屋老闆娘：莫莫蒂·莫蒂
29,十指巴德龍,0,「就算是海豚也會溺水，想要成為一名合格的冒險者，就不要忘記自己的初衷。」<hex:02100103>沉溺海豚亭老闆：十指巴德龍
30,繆恩,0,「歡迎來到魔女咖啡館，喝點東西放鬆一下吧。」<hex:02100103>魔女咖啡館店主：繆恩
31,莉維亞·薩斯·尤尼烏斯,0,「你要是再磨蹭的話……我就殺了你。」<hex:02100103>第十四軍團軍政官：莉維亞·薩斯·尤尼烏斯
32,里塔提恩·薩斯·阿維納,0,「里塔提恩·薩斯·阿維納！<hex:02100103>願為蓋烏斯閣下出生入死！」<hex:02100103>第十四軍團陣營官：里塔提恩·薩斯·阿維納
33,比格斯&魏吉,0,「還不快道謝？！」<hex:02100103>「謝謝你救了我們！」<hex:02100103>加隆德煉鐵廠：比格斯&魏吉
34,蓋羅爾特·布拉克索恩,0,「嘖……聽好了，<hex:02100103>別看我現在在給酒館做破水壺，<hex:02100103>可我就算再怎麼墮落，都是個一流武器工匠。」<hex:02100103>流浪的武器工匠：蓋羅爾特·布拉克索恩
35,弗里克希奧,0,「那裡面太悶了，我差點就變成基薩爾野菜了呼啾！」<hex:02100103>暫留地的族長：弗里克希奧
36,繆塔米克斯,0,「呼哧……呼哧……<hex:02100103>人心 寄宿於物品中 化為魔晶石 放出光輝。」<hex:02100103>窯爐搬運者：繆塔米克斯
37,梅梅盧恩,0,「梅梅盧恩，最喜歡，閃閃金幣。<hex:02100103>梅梅盧恩，交易站，變更大！」<hex:02100103>梅梅盧恩交易站：梅梅盧恩
38,貝希摩斯,0,一種肌肉異常發達的肉食獸。自第七靈災後，在庫爾札斯山脈地區相繼發現了有關其的目擊情報，人們將它稱為蠻神巴哈姆特之子，並起名「貝希摩斯」。有關貝希摩斯的生存狀態尚有許多未解之迷，有待研究。
39,吉爾伽美什&恩奇都,0,「我是流浪的劍豪……吉爾伽美什！」<hex:02100103>吉爾伽美什&恩奇都
40,伊弗利特,0,蜥蜴人族召喚的火神。外表猙獰的伊弗利特可謂兇猛狂暴，其吐息如業火一般，其爪可融化鋼鐵，其角能燃燒天空。挑戰它的人必定會被「地獄之火炎」燃身燒心。
41,泰坦,0,地靈族召喚的土神。泰坦本身性格非常溫和，對待自己的信徒地靈族如子嗣般疼愛。不過戰鬥中的泰坦卻截然不同。那巨大如山的身軀加上「大地之怒」，能讓整個大地都搖晃起來。
42,迦樓羅,0,鳥人族召喚的風神。雖然其在空中飛舞的姿態非常優雅，可本質則嗜血成性，無比殘忍。信徒們畏懼地稱她為「無情女王」。性情變得狂躁後，會放出暴風「大氣爆發」。
43,賢王莫古爾·莫古十二世,0,莫古力族召喚的傳說中的王。在故事中，他曾引領莫古力族從天界來到地上，是莫古力族最後的國王。他對部下關照有加，並因此被稱讚為賢王。
44,拉雅·奧·神納&阿·盧恩·神納,0,「嘉恩·艾·神納是我的姐姐。<hex:02100103>我還有個弟弟叫阿·盧恩·神納，<hex:02100103>我們三人被稱為幻術三皇。」<hex:02100103>幻術三皇：拉雅·奧·神納&阿·盧恩·神納
45,戈德伯特·曼德維爾,0,「我戈德伯特身為艾歐澤亞最強的雕金匠……<hex:02100103>竟搞成這樣，真是慚愧……」<hex:02100103>曼德維爾家族及曼德維爾集團代表：戈德伯特·曼德維爾
46,桑克瑞德,0,「關鍵時刻閃亮登場，<hex:02100103>也是展現個人魅力的好機會！」<hex:02100103>拂曉血盟：桑克瑞德
47,尼祿·托爾·斯卡艾瓦,0,「加隆德……我要讓你知道，<hex:02100103>我的魔導技術才是更好的。」<hex:02100103>第十四軍團幕僚長：尼祿·托爾·斯卡艾瓦
48,帕帕力莫&伊達,0,「伊達！來得太晚了！」<hex:02100103>「嘿嘿，你們沒事就好啦。」<hex:02100103>拂曉血盟：帕帕力莫&伊達
49,雅·修特拉,0,「那麼就幹掉眼前的敵人吧。<hex:02100103>我們兩個人聯起手來。」<hex:02100103>拂曉血盟：雅·修特拉
50,於里昂熱·奧居雷,0,「月明流散，拂曉驅暗……<hex:02100103>這是我已故友人的遺文……感謝我們的這次相會。」<hex:02100103>拂曉血盟：於里昂熱·奧居雷
51,究極神兵,0,加雷馬帝國軍第十四軍團用來對抗蠻神的兵器。原本是第三星曆時期古代亞拉戈帝國建造的兵器，卻因某種原因被長期埋藏在阿拉米格邊境的山中。後來由帝國軍將其挖掘出土，並進行了修復。
52,奧丁,0,彷徨於黑衣森林的上古蠻神。無人知曉究竟是誰、何時將其召喚出來的。傳聞奧丁騎著愛馬「斯萊普尼爾」闊步於黑衣森林，是為了找出自己的仇敵並將其打倒。
53,拉姆,0,妖精族信仰的雷神。傳說拉姆是通曉古代知識且非常理智的「森林長老」，可是他也有著嚴厲審判者的一面。對於侵犯森林聖域的敵人，會毫不留情的劈下「制裁之雷」。
54,利維亞桑,0,魚人族召喚的水神。潛藏在無光深海，能吞噬海上的一切，非常可怕。從前靠海生活的人們認為巨浪和海嘯都是利維亞桑的怨念所致，他們曾獻上活祭祈求利維亞桑的怒火平息。
55,希瓦,0,降臨於庫爾札斯的冰神。伊修加德正教聖典記載說希瓦與龍族私通，是歷史上第一個異端者。而異端者則將其推崇為聖女，認為希瓦是與龍族友好的象徵。
56,敏菲利亞,0,「我們的目的只有一個，<hex:02100103>那就是拯救艾歐澤亞這片眾神眷顧的大地。」<hex:02100103>拂曉血盟盟主：敏菲利亞
57,無影拉哈布雷亞,0,「所以和那顆水晶一起……就此消失吧！」<hex:02100103>暗之使徒：無影拉哈布雷亞
58,西德·加隆德,0,「這艘企業號，<hex:02100103>是為了將英雄送上戰場而造出來的船！」<hex:02100103>加隆德煉鐵廠代表：西德·加隆德
59,阿爾菲諾&阿莉塞,0,「目標都是一致的。以後一定會互相理解的吧。」<hex:02100103>「能理解倒好了！」<hex:02100103>阿爾菲諾·萊韋耶勒爾&阿莉塞·萊韋耶勒爾
60,路易索瓦·萊韋耶勒爾,0,「你是用自己的雙手開拓道路的人。<hex:02100103>道路上會聚集人群……<hex:02100103>人聚集到了一起，也就自然有了城邦。」<hex:02100103>賢人：路易索瓦·萊韋耶勒爾
61,巴哈姆特,0,封印於衛月的古代蠻神。因封印解除，使得巴哈姆特結束了長達數千年的沉睡，它用烈焰「百萬核爆」將艾歐澤亞燒盡，引發了第七靈災。
62,希爾迪布蘭德&娜修·瑪卡拉卡,0,「天知地知事件知，我乃漂泊的調查員……<hex:02100103>希爾迪迪迪迪迪迪布蘭德！！」<hex:02100103>調查員：希爾迪布蘭德&助手：娜修·瑪卡拉卡
63,娜娜莫·烏爾·娜莫,0,「人民的智慧、人民的勇氣、人民的笑顏。<hex:02100103>只有人民的生命，才是烏爾達哈無與倫比的至寶。」<hex:02100103>烏爾達哈第十七代國王：娜娜莫·烏爾·娜莫
64,蓋烏斯·範·巴埃薩,0,「為什麼愚昧的人民會依賴這些偽神？<hex:02100103>原因很簡單，就是因為那些長者、王者、執政者都是一群軟弱無能之輩！」<hex:02100103>第十四軍團軍團長：蓋烏斯·範·巴埃薩
65,梅爾維布·布魯菲斯維因,0,「勝利就像那變幻莫測的海面一般……<hex:02100103>只有熟知天候、讀懂潮汐變化，<hex:02100103>並能將其馴服支配化為己用的人才能得到眷顧。」<hex:02100103>黑渦團提督：梅爾維布·布魯菲斯維因
66,嘉恩·艾·神納,0,「我們要時而如柳枝般柔韌，時而如櫟木般強韌。<hex:02100103>經歷過風雨後，一定可以迎來和風拂面。」<hex:02100103>幻術三皇：嘉恩·艾·神納
67,勞班·阿爾丁,0,「哈哈哈哈！戰場是個好地方……<hex:02100103>你不知道會碰到什麼。眼前的敵人可能會成為自己的老師，而與自己並肩作戰的戰友則可能成為你的敵人。」<hex:02100103>恆輝隊局長：勞班·阿爾丁
68,光之戰士,0,「光明是不會消失的！」<hex:02100103>傳說中的英雄：光之戰士
69,弗利奧尼爾,0,「走自己認為正確的路！僅此而已！」<hex:02100103>傳說中的英雄：弗利奧尼爾
70,洋蔥劍士,0,「不要僅憑外表就下結論呀！」<hex:02100103>傳說中的英雄：洋蔥劍士
71,塞西爾·哈維,0,「我不是說過嗎？這也是我們的戰鬥。」<hex:02100103>傳說中的英雄：塞西爾·哈維
72,巴茲·克勞澤,0,「我老爸臨終前告訴我，<hex:02100103>要我到世界各地旅行，增長見識……<hex:02100103>而且……風在呼喚我！」<hex:02100103>傳說中的英雄：巴茲·克勞澤
73,蒂娜·布蘭福德,0,「別擔心，和平的未來一定已經近在咫尺了……」<hex:02100103>傳說中的英雄：蒂娜·布蘭福德
74,克勞德·斯特萊夫,0,「幻想已經結束了……我要活在我的現實中。」<hex:02100103>傳說中的英雄：克勞德·斯特萊夫
75,斯考爾·萊昂哈特,0,「我可不想被當成過去式！」<hex:02100103>傳說中的英雄：斯考爾·萊昂哈特
76,吉坦·特萊巴爾,0,「幫助他人需要理由嗎？」<hex:02100103>傳說中的英雄：吉坦·特萊巴爾
77,提達,0,「尤娜在那裡！那就去救她！就這麼簡單！」<hex:02100103>傳說中的英雄：提達
78,香托托,0,「哎呀！我可要爆發了哦！」<hex:02100103>傳說中的英雄：香托托
79,梵,0,「不管強不強，我們都一起走過來，<hex:02100103>也會一起走下去！」<hex:02100103>傳說中的英雄：梵
80,雷光,0,「不是能不能做到的問題。<hex:02100103>不做不行的話，就放手去做。」<hex:02100103>傳說中的英雄：雷光
81,風箏貓,0,該生物有著蝙蝠一樣的翅膀，以及貓一樣的四肢，並且智能也不算很差，謎團非常多。博物學者認為它是所屬百獸綱的魔物，而一部分妖異學者則認為它是排名第十一階級的下級妖異。
82,瓦努族,0,在阿巴拉提亞雲海浮島上生活的居民。因長期居住在與大地隔絕的雲海之上，所以與其他種族的交流幾乎為零。近些年來，地上的人們藉助飛空艇踏上了雲海，使得他們的警戒心也有所增強。
83,骨頜族,0,在龍堡參天高地南部地區居住的狩獵民族，外貌與昆蟲非常相似。他們發展出了獨特的煉金術與冶金術，可以通過焚燒一種能夠驅龍的香料來保護自己。在集體中有那麼一個類似王的個體，他與其他個體都進行了精神連結，統率起來非常方便。
84,霧中行者夕霧,0,「多瑪的忍者們，報恩的時候到了！」<hex:02100103>多瑪忍者：夕霧
85,胖陸行鳥,0,在幼鳥時期就暴飲暴食，結果長大後身體變得巨大無比的陸行鳥。在哥布林族的民間傳說中，這種胖陸行鳥在地底世界被稱作神鳥，受人崇拜……也不知是真是假。
86,獅鷲,0,棲息在阿巴拉提亞山脈深處的一種有翼魔獸。在高空以出色的視力鎖定獵物後，急速下落捕捉獵物的過程最為精彩。其兇猛的姿態早在古時就被作為勇猛的象徵了，所以阿拉米格的紋章也設計成了獅鷲的模樣。
87,刁曼,0,棲息在索姆阿爾靈峰山頂的大型龍族。因身上漆黑的鱗片，所以被伊修加德的人們稱為黑龍，是條非常可怕的龍。它與七大天龍中的尼德霍格相互結伴成雙成對，人們也恐懼地稱它為尼德霍格的伴龍。
88,埃斯蒂尼安,0,「尼德霍格，給我等著，我一定會將你親手了結……」<hex:02100103>蒼天之龍騎士：埃斯蒂尼安
89,露琪亞,0,「沉溺在過去的恩怨中是無法放眼看向未來的。」<hex:02100103>神殿騎士團副騎士長：露琪亞
90,伊塞勒,0,「我們已被眾神所拋棄，<hex:02100103>只有昔日的聖女能夠為我們帶來救贖！」<hex:02100103>冰之巫女：伊塞勒
91,希爾達,0,「這裡可沒有太多機會看到傳說中的英雄，<hex:02100103>你們有什麼事就直說吧。」<hex:02100103>反抗組織的領導人：希爾達
92,瑪托雅,0,「你們專程到這個偏僻角落裡來找我，<hex:02100103>肯定是遇到了你們這些小毛孩處理不了的問題了吧。」<hex:02100103>隱者：瑪托雅
93,埃德蒙·德·福爾唐,0,「我作為歷史悠久的福爾唐家族的一家之主，<hex:02100103>衷心歡迎各位的光臨。」<hex:02100103>福爾唐家家主：埃德蒙·德·福爾唐
94,比布魯斯,0,守護迦巴勒幻想圖書館禁書庫大門的大型妖異，應該是薩雷安的魔法師們從虛無界召喚出來的。由於被盟約所拘束，所以只好忠實地守護書庫。
95,奧爾什方,0,「……好……很好！<hex:02100103>啊……這久經鍛鍊的肉體！」<hex:02100103>福爾唐家的騎士：奧爾什方
96,艾默里克,0,「您就是那位德高望重的冒險者吧，果然一表人才。」<hex:02100103>神殿騎士團總騎士長：艾默里克
97,羅波那,0,骨頜族所召喚的尚武之神。性情豪放，以武為榮，以勇為耀，是位勇猛的蠻神。他將戰鬥看得非常神聖，每次都會手持變幻莫測的月光劍「明月之笑」進行決鬥。
98,俾斯麥,0,瓦努族所召喚的叢雲之神。在民間的傳說中，雲神的外形是一條在雲海中游曳的巨大白鯨。而在瓦努族的神話中，正是雲神引導他們的祖先到達了浮島之上，「氣泡吹息」則可以驅散世間的邪惡。
99,尼德霍格,0,塵世幻龍的七子之一，也就是七大天龍之一。在持續了千年的龍詩戰爭中，率領龍族的正是尼德霍格。因此，尼德霍格也是伊修加德人憎恨與恐懼的對象。
100,塵世幻龍,0,「無知之徒，休得猖狂。我乃原初之塵世幻龍！」<hex:02100103>塵世幻龍
101,深瞳,0,擁有巨大眼球的小型妖異。一般認為這種妖異是通過憑依在死不瞑目的生物的眼球上而誕生的。雖然根據妖異學者的分類，此妖異只是「妖異十二階」中排第十二階級的最下級妖異，但絕不可因此而輕視它的眼力和魔力。
102,古鳥,0,棲息於阿爾迪納德次大陸北部的有翼獸。雖然長期和其它鳥類一樣被分在有翼綱中，但在近年來，認為它們是繼承了古代種血統的甲鱗綱的學說也逐漸受到重視。另外古鳥似乎經常受到龍族的影響而眷屬化。
103,猴面雀,0,發現於阿巴拉提亞雲海上的一種水桶腰金魚眼的謎一般的生物。在博物學家之間流傳的最為有力的一種說法是，猴面雀應該是奧猴等猿猴的近親。另外，瓦努族似乎認為猴面雀是愚者的象徵。
104,長頸駝,0,生息在阿巴拉提亞雲海的浮島上的百獸綱草食野獸，長長的脖子是其特徵。有種說法認為它們的脖子如此發達是為了能吃到鄰接浮島的樹木。或許是因為棲息在樹木稀少的浮島上，它們對進入自己領地的入侵者會採取非常過激的反應。
105,斑攫獸,0,棲息在森林地帶的百獸綱肉食野獸。在狩獵陸行鳥等野生動物方面是極其優秀的獵人，彎刀一般的獠牙能夠輕易撕裂獵物的皮肉。其性格非常兇猛，一旦發狂便會不顧一切，甚至可能去襲擊龍族。
106,毛爬蟲,0,棲息在龍堡內陸低地的大型百蟲綱魔物。身體表面黑黃相間的警戒色格外顯眼地向外界昭示著它身為有毒生物的事實。雖說其肉可以食用，但如果不進行適當的處理就入口，可能會引發強烈的腹痛。
107,智蛙,0,薩雷安的魔法師們通過在蟾蜍上施加魔法而創造的使魔。擁有可以和人類對話的智能，甚至可以使用魔法。缺陷是一旦停止和人類接觸，便會逐漸喪失理性，最終回到原本的野生蟾蜍狀態。
108,維德佛爾尼爾,0,繼承了聖龍赫拉斯瓦爾格血統的高級龍族。與聖龍的大部分性格沉靜的眷屬不同，喜歡力量與力量的碰撞，性格剛猛。似乎與妄圖襲擊天極白堊宮的暗鱗黑龍是宿敵的關係。
109,長鬚豹女王,0,隨著年齡的增長而不斷積累，最終獲得令人驚異的龐大魔力的雷獸長鬚豹女王。通過巨大的角向大氣中散布的魔力，甚至能對周圍的天氣產生影響。作為傳說中的幻獸，一直在當地的獵人之間口耳相傳。
110,爆彈之母,0,由地靈族的煉金術士所發明的新型爆彈怪。要製造這種尺寸的爆彈怪，需要在能抗高壓的超硬鈷鐵所製成的培育爐中壓縮培養，並且伴隨著爆炸的風險。相對的，它的火力也是普通爆彈怪的十倍以上。
111,劇毒美人,0,生長於奧恩原生林的恐怖食獸植物。這種植物會將花瓣擬態為野獸的形象，引誘獵物靠近並捕食。根據聖茉夏娜植物園的研究結果，這種植物甚至經常將人類識別為獵物。
112,艾奇德娜,0,被封印於魔航船虛無方舟內的大型妖異。第五星曆時代興盛一時的魔法城邦「瑪哈」曾將其作為戰略兵器而使役。據妖異學者的看法，在「妖異十二階」中，該妖異相當於上級貴族級中的第二階級。
113,皮平·塔魯平,0,「我的養父勞班十分信任你們。<hex:02100103>因此，我也會相信你們，會盡全力幫助你們的。」<hex:02100103>恆輝隊協耀將：皮平·塔魯平
114,茱莉安·曼德維爾,0,「謝謝你一直那麼關照我兒子！<hex:02100103>我是小希爾迪的媽媽，我叫茱莉安！」<hex:02100103>茱莉安·曼德維爾
115,莫古靈,0,「所以就趁這段時間把大家不想做的麻煩事交給你們處理了庫啵！」<hex:02100103>雲海莫古力族長老：莫古靈
116,沙里貝爾,0,「所以我才不喜歡和蠢貨說話啊，<hex:02100103>頭腦簡單，一點就著。」<hex:02100103>蒼穹騎士：沙里貝爾
117,朗德洛克斯,0,「巨人的體內 有很多機械哥布！<hex:02100103>好想 在那裡 住一段時間哥布……」<hex:02100103>哥布林族小姑娘：朗德洛克斯
118,仙人刺先生,0,「招募性格開朗，<hex:02100103>喜歡給人們帶來歡樂的拉拉菲爾族，待遇優厚。<hex:02100103>工作地點：金碟遊樂場；保密協議：有。」<hex:02100103>摘自曼德維爾家族及曼德維爾集團的招聘廣告
119,雷古拉·範·休著斯,0,「讓我見識見識英雄的真正實力！」<hex:02100103>第六軍團軍團長：雷古拉·範·休著斯
120,托爾丹七世,0,「我們的目標是徹底解決千年來的禍根。<hex:02100103>為了這個，我已將生死置之度外。」<hex:02100103>伊修加德教皇：托爾丹七世
